Datetime
1900-01-15 20:07:30
1900-02-14 14:50:12
1900-03-16 09:11:48
1900-04-15 02:02:06
1900-05-14 16:36:36
1900-06-13 04:38:36
1900-07-12 14:21:54
1900-08-10 22:29:54
1900-09-09 06:06:06
1900-10-08 14:18:06
1900-11-06 23:59:36
1900-12-06 11:38:06
1901-01-05 01:13:24
1901-02-03 16:29:42
1901-03-05 09:04:06
1901-04-04 02:20:06
1901-05-03 19:18:42
1901-06-02 10:52:42
1901-07-02 00:17:36
1901-07-31 11:33:42
1901-08-29 21:20:48
1901-09-28 06:35:42
1901-10-27 16:06:12
1901-11-26 02:17:30
1901-12-25 13:15:48
1902-01-24 01:06:06
1902-02-22 14:03:18
1902-03-24 04:21:12
1902-04-22 19:49:30
1902-05-22 11:46:00
1902-06-21 03:16:42
1902-07-20 17:45:00
1902-08-19 07:03:18
1902-09-17 19:23:24
1902-10-17 07:01:06
1902-11-15 18:06:24
1902-12-15 04:47:24
1903-01-13 15:17:12
1903-02-12 01:57:42
1903-03-13 13:12:48
1903-04-12 01:18:18
1903-05-11 14:17:54
1903-06-10 04:07:54
1903-07-09 18:43:06
1903-08-08 09:54:12
1903-09-07 01:19:48
1903-10-06 16:23:30
1903-11-05 06:27:24
1903-12-04 19:12:42
1904-01-03 06:47:18
1904-02-01 17:33:00
1904-03-02 03:48:12
1904-03-31 13:44:18
1904-04-29 23:36:12
1904-05-29 09:54:36
1904-06-27 21:23:06
1904-07-27 10:41:48
1904-08-26 02:02:00
1904-09-24 18:49:42
1904-10-24 11:55:54
1904-11-23 04:12:06
1904-12-22 19:00:54
1905-01-21 08:14:00
1905-02-19 19:51:48
1905-03-21 05:55:24
1905-04-19 14:37:48
1905-05-18 22:36:12
1905-06-17 06:51:18
1905-07-16 16:31:30
1905-08-15 04:31:18
1905-09-13 19:09:54
1905-10-13 12:02:30
1905-11-12 06:11:12
1905-12-12 00:25:18
1906-01-10 17:36:18
1906-02-09 08:45:30
1906-03-10 21:17:06
1906-04-09 07:12:12
1906-05-08 15:09:30
1906-06-06 22:11:30
1906-07-06 05:27:24
1906-08-04 13:59:36
1906-09-03 00:36:18
1906-10-02 13:48:24
1906-11-01 05:45:48
1906-12-01 00:07:00
1906-12-30 19:43:42
1907-01-29 14:45:00
1907-02-28 07:22:42
1907-03-29 20:44:18
1907-04-28 07:04:36
1907-05-27 15:17:42
1907-06-25 22:26:54
1907-07-25 05:29:18
1907-08-23 13:15:00
1907-09-21 22:33:36
1907-10-21 10:16:30
1907-11-20 01:04:12
1907-12-19 18:54:54
1908-01-18 14:36:42
1908-02-17 10:05:12
1908-03-18 03:28:18
1908-04-16 17:55:06
1908-05-16 05:32:12
1908-06-14 14:55:06
1908-07-13 22:47:42
1908-08-12 05:58:42
1908-09-10 13:23:12
1908-10-09 22:03:12
1908-11-08 08:57:54
1908-12-07 22:43:54
1909-01-06 15:12:30
1909-02-05 09:24:30
1909-03-07 03:55:30
1909-04-05 21:28:06
1909-05-05 13:07:30
1909-06-04 02:24:30
1909-07-03 13:17:06
1909-08-01 22:13:42
1909-08-31 06:07:42
1909-09-29 14:05:12
1909-10-28 23:06:54
1909-11-27 09:51:42
1909-12-26 22:29:42
1910-01-25 12:50:24
1910-02-24 04:35:30
1910-03-25 21:20:30
1910-04-24 14:22:24
1910-05-24 06:38:48
1910-06-22 21:11:36
1910-07-22 09:36:42
1910-08-20 20:13:48
1910-09-19 05:52:12
1910-10-18 15:24:18
1910-11-17 01:24:54
1910-12-16 12:04:54
1911-01-14 23:25:48
1911-02-13 11:37:12
1911-03-15 00:58:06
1911-04-13 15:36:12
1911-05-13 07:09:30
1911-06-11 22:50:30
1911-07-11 13:53:06
1911-08-10 03:54:30
1911-09-08 16:56:18
1911-10-08 05:11:00
1911-11-06 16:47:54
1911-12-06 03:51:42
1912-01-04 14:29:24
1912-02-03 00:57:48
1912-03-03 11:41:36
1912-04-01 23:04:18
1912-05-01 11:19:06
1912-05-31 00:29:12
1912-06-29 14:33:30
1912-07-29 05:27:48
1912-08-27 20:58:30
1912-09-26 12:33:54
1912-10-26 03:30:18
1912-11-24 17:11:54
1912-12-24 05:30:00
1913-01-22 16:39:48
1913-02-21 03:03:06
1913-03-22 12:55:48
1913-04-20 22:32:24
1913-05-20 08:17:54
1913-06-18 18:53:18
1913-07-18 07:06:00
1913-08-16 21:26:36
1913-09-15 13:45:30
1913-10-15 07:06:24
1913-11-14 00:11:06
1913-12-13 16:00:00
1914-01-12 06:08:42
1914-02-10 18:34:18
1914-03-12 05:18:12
1914-04-10 14:27:54
1914-05-09 22:30:24
1914-06-08 06:18:06
1914-07-07 14:59:24
1914-08-06 01:40:18
1914-09-04 15:00:48
1914-10-04 06:58:30
1914-11-03 00:48:18
1914-12-02 19:20:12
1915-01-01 13:20:12
1915-01-31 05:40:54
1915-03-01 19:32:24
1915-03-31 06:37:24
1915-04-29 15:19:06
1915-05-28 22:32:30
1915-06-27 05:27:00
1915-07-26 13:10:42
1915-08-24 22:40:06
1915-09-23 10:34:48
1915-10-23 01:15:12
1915-11-21 18:36:00
1915-12-21 13:51:54
1916-01-20 09:28:36
1916-02-19 03:28:12
1916-03-19 18:26:18
1916-04-18 06:07:12
1916-05-17 16:11:06
1916-06-15 23:41:18
1916-07-15 06:39:48
1916-08-13 14:00:00
1916-09-11 22:30:30
1916-10-11 08:00:42
1916-11-09 21:17:42
1916-12-09 13:43:24
1917-01-08 08:41:36
1917-02-07 04:28:06
1917-03-08 22:57:42
1917-04-07 14:48:30
1917-05-07 04:42:54
1917-06-05 15:06:24
1917-07-04 23:40:12
1917-08-03 07:10:30
1917-09-01 14:28:12
1917-09-30 21:30:48
1917-10-30 07:18:48
1917-11-28 19:41:00
1917-12-28 10:51:18
1918-01-27 04:13:42
1918-02-25 22:34:18
1918-03-27 16:32:24
1918-04-26 10:05:06
1918-05-26 00:32:12
1918-06-24 12:37:54
1918-07-23 22:34:24
1918-08-22 07:01:54
1918-09-20 14:00:42
1918-10-19 22:34:24
1918-11-18 08:32:36
1918-12-17 20:17:06
1919-01-16 09:44:00
1919-02-15 00:37:42
1919-03-16 16:40:42
1919-04-15 09:24:48
1919-05-15 02:00:54
1919-06-13 17:27:54
1919-07-13 07:01:54
1919-08-11 18:39:06
1919-09-10 04:54:00
1919-10-09 14:38:18
1919-11-08 00:34:48
1919-12-07 11:03:06
1920-01-05 22:04:30
1920-02-04 09:42:00
1920-03-04 22:12:12
1920-04-03 11:54:18
1920-05-03 02:46:54
1920-06-01 18:17:48
1920-07-01 09:40:18
1920-07-31 00:19:00
1920-08-29 14:02:24
1920-09-28 02:56:18
1920-10-27 15:08:36
1920-11-26 02:42:00
1920-12-25 13:38:12
1921-01-24 00:07:30
1921-02-22 10:31:54
1921-03-23 21:18:24
1921-04-22 08:49:00
1921-05-21 21:15:00
1921-06-20 10:40:54
1921-07-20 01:07:18
1921-08-18 16:28:00
1921-09-17 08:19:36
1921-10-16 23:59:12
1921-11-15 14:38:48
1921-12-15 03:50:12
1922-01-13 15:36:06
1922-02-12 02:17:00
1922-03-13 12:14:00
1922-04-11 21:43:12
1922-05-11 07:05:48
1922-06-09 16:57:36
1922-07-09 04:06:54
1922-08-07 17:18:24
1922-09-06 08:46:54
1922-10-06 01:58:00
1922-11-04 19:36:12
1922-12-04 12:23:18
1923-01-03 03:33:12
1923-02-01 16:53:00
1923-03-03 04:23:24
1923-04-01 14:09:36
1923-04-30 22:30:06
1923-05-30 06:07:00
1923-06-28 14:04:06
1923-07-27 23:32:24
1923-08-26 11:29:12
1923-09-25 02:15:36
1923-10-24 19:26:06
1923-11-23 13:57:42
1923-12-23 08:32:54
1924-01-22 01:56:36
1924-02-20 17:07:00
1924-03-21 05:29:54
1924-04-19 15:10:30
1924-05-18 22:52:18
1924-06-17 05:41:18
1924-07-16 12:48:48
1924-08-14 21:18:54
1924-09-13 07:59:42
1924-10-12 21:21:06
1924-11-11 13:30:30
1924-12-11 08:03:18
1925-01-10 03:47:12
1925-02-08 22:48:54
1925-03-10 15:20:42
1925-04-09 04:32:36
1925-05-08 14:42:30
1925-06-06 22:47:36
1925-07-06 05:53:36
1925-08-04 12:58:48
1925-09-02 20:52:48
1925-10-02 06:22:42
1925-10-31 18:16:30
1925-11-30 09:10:48
1925-12-30 03:01:18
1926-01-28 22:35:12
1926-02-27 17:50:36
1926-03-29 11:00:06
1926-04-28 01:16:30
1926-05-27 12:48:30
1926-06-25 22:12:36
1926-07-25 06:13:12
1926-08-23 13:37:36
1926-09-21 21:18:54
1926-10-21 06:15:00
1926-11-19 17:20:54
1926-12-19 07:08:36
1927-01-17 23:26:42
1927-02-16 17:17:54
1927-03-18 11:24:00
1927-04-17 04:35:12
1927-05-16 20:02:36
1927-06-15 09:19:12
1927-07-14 20:22:18
1927-08-13 05:37:06
1927-09-11 13:53:42
1927-10-10 22:14:30
1927-11-09 07:36:00
1927-12-08 18:31:48
1928-01-07 07:07:36
1928-02-05 21:10:48
1928-03-06 12:26:48
1928-04-05 04:38:12
1928-05-04 21:11:42
1928-06-03 13:13:18
1928-07-03 03:48:24
1928-08-01 16:30:24
1928-08-31 03:33:54
1928-09-29 13:42:24
1928-10-28 23:43:12
1928-11-27 10:05:24
1928-12-26 20:54:36
1929-01-25 08:09:00
1929-02-23 19:58:30
1929-03-25 08:46:06
1929-04-23 22:47:18
1929-05-23 13:49:42
1929-06-22 05:14:54
1929-07-21 20:20:36
1929-08-20 10:42:12
1929-09-19 00:15:42
1929-10-18 13:05:48
1929-11-17 01:14:06
1929-12-16 12:38:06
1930-01-14 23:20:54
1930-02-13 09:38:30
1930-03-14 19:58:12
1930-04-13 06:48:24
1930-05-12 18:29:12
1930-06-11 07:11:36
1930-07-10 21:01:00
1930-08-09 11:57:30
1930-09-08 03:47:42
1930-10-07 19:55:30
1930-11-06 11:28:06
1930-12-06 01:39:48
1931-01-04 14:14:48
1931-02-03 01:25:48
1931-03-04 11:35:54
1931-04-02 21:05:24
1931-05-02 06:14:18
1931-05-31 15:32:54
1931-06-30 01:46:48
1931-07-29 13:47:24
1931-08-28 04:09:24
1931-09-26 20:44:48
1931-10-26 14:33:54
1931-11-25 08:09:48
1931-12-25 00:23:24
1932-01-23 14:44:06
1932-02-22 03:07:18
1932-03-22 13:37:18
1932-04-20 22:27:00
1932-05-20 06:08:36
1932-06-18 13:38:00
1932-07-17 22:06:12
1932-08-16 08:41:24
1932-09-14 22:06:00
1932-10-14 14:17:36
1932-11-13 08:28:00
1932-12-13 03:20:54
1933-01-11 21:35:36
1933-02-10 14:00:24
1933-03-12 03:45:36
1933-04-10 14:37:36
1933-05-09 23:04:18
1933-06-08 06:04:36
1933-07-07 12:50:30
1933-08-05 20:31:30
1933-09-04 06:04:18
1933-10-03 18:07:36
1933-11-02 08:59:12
1933-12-02 02:30:54
1933-12-31 21:53:54
1934-01-30 17:31:24
1934-03-01 11:25:36
1934-03-31 02:14:30
1934-04-29 13:45:24
1934-05-28 22:41:18
1934-06-27 06:07:48
1934-07-26 13:08:30
1934-08-24 20:36:42
1934-09-23 05:18:48
1934-10-22 16:01:00
1934-11-21 05:26:12
1934-12-20 21:53:12
1935-01-19 16:44:12
1935-02-18 12:17:06
1935-03-20 06:31:18
1935-04-18 22:09:36
1935-05-18 10:57:00
1935-06-16 21:20:00
1935-07-16 06:00:24
1935-08-14 13:43:30
1935-09-12 21:18:12
1935-10-12 05:39:00
1935-11-10 15:41:42
1935-12-10 04:10:12
1936-01-08 19:14:36
1936-02-07 12:18:48
1936-03-08 06:13:30
1936-04-06 23:46:18
1936-05-06 16:01:06
1936-06-05 06:22:18
1936-07-04 18:34:24
1936-08-03 04:47:12
1936-09-01 13:37:18
1936-09-30 22:00:48
1936-10-30 06:57:30
1936-11-28 17:11:48
1936-12-28 05:00:06
1937-01-26 18:15:18
1937-02-25 08:43:12
1937-03-27 00:12:12
1937-04-25 16:23:30
1937-05-25 08:37:36
1937-06-23 23:59:30
1937-07-23 13:45:30
1937-08-22 01:47:00
1937-09-20 12:32:24
1937-10-19 22:47:24
1937-11-18 09:09:30
1937-12-17 19:52:24
1938-01-16 06:53:18
1938-02-14 18:14:24
1938-03-16 06:15:06
1938-04-14 19:20:48
1938-05-14 09:38:54
1938-06-13 00:47:00
1938-07-12 16:04:30
1938-08-11 06:56:48
1938-09-09 21:08:06
1938-10-09 10:37:00
1938-11-07 23:23:24
1938-12-07 11:22:06
1939-01-05 22:29:42
1939-02-04 08:54:36
1939-03-05 19:00:24
1939-04-04 05:18:00
1939-05-03 16:15:18
1939-06-02 04:10:54
1939-07-01 17:16:00
1939-07-31 07:36:30
1939-08-29 23:08:36
1939-09-28 15:27:00
1939-10-28 07:41:36
1939-11-26 22:54:18
1939-12-26 12:28:24
1940-01-25 00:21:54
1940-02-23 10:55:24
1940-03-23 20:33:12
1940-04-22 06:36:54
1940-05-21 15:32:54
1940-06-20 01:01:36
1940-07-19 11:55:18
1940-08-18 01:02:24
1940-09-16 16:40:42
1940-10-16 10:14:54
1940-11-15 04:23:12
1940-12-14 21:37:36
1941-01-13 13:04:00
1941-02-12 02:26:24
1941-03-13 13:46:42
1941-04-11 23:15:00
1941-05-11 07:15:18
1941-06-09 14:34:00
1941-07-08 22:17:18
1941-08-07 07:38:18
1941-09-05 19:35:54
1941-10-05 10:32:12
1941-11-04 03:59:42
1941-12-03 22:50:54
1942-01-02 17:41:42
1942-02-01 11:12:18
1942-03-03 02:19:48
1942-04-01 14:32:12
1942-04-30 23:59:30
1942-05-30 07:28:54
1942-06-28 14:09:18
1942-07-27 21:13:36
1942-08-26 05:46:06
1942-09-24 16:34:06
1942-10-24 06:05:18
1942-11-22 21:24:12
1942-12-22 16:03:06
1943-01-21 11:47:48
1943-02-20 06:44:42
1943-03-21 23:08:00
1943-04-20 13:10:30
1943-05-19 23:12:48
1943-06-18 07:14:00
1943-07-17 14:21:30
1943-08-15 21:33:54
1943-09-14 05:39:36
1943-10-13 14:22:36
1943-11-12 02:26:36
1943-12-11 17:24:24
1944-01-10 11:09:18
1944-02-09 06:29:30
1944-03-10 01:27:36
1944-04-08 19:21:36
1944-05-08 09:28:06
1944-06-06 20:57:36
1944-07-06 06:26:42
1944-08-04 14:39:12
1944-09-02 22:20:54
1944-10-02 05:21:42
1944-10-31 14:35:24
1944-11-30 01:51:42
1944-12-29 15:38:06
1945-01-28 07:41:06
1945-02-27 01:06:42
